,text_id,text,task_1,task_2,task_3,clean_tweets,label
1516,hasoc_en_1517,"Haven’t been on much, not feeling well. Just wanted to say hi to everyone. Also wanted to celebrate that today (June 14th) is John McCain Day🇺🇸 Oh and  F**K TRUMP! 😁  #JohnMcCainDayJune14th #JohnMcCainAmericanHero #TrumpIsADisgrace #fucktrump https://t.co/RyzfiLqlpa",HOF,PRFN,TIN,"haven’t been on much, not feel well. just want to say hi to everyone. also want to celebr that today (june 14th) is john mccain day🇺🇸 oh and f**k trump! 😁 #johnmccaindayjune14th #johnmccainamericanhero #trumpisadisgrac #fucktrump",4
1517,hasoc_en_1518,Priceless! 🤣   Reliving old memories with your son!   'Melania T' 😜     #FuckTrump https://t.co/TAELLltN7T,HOF,HATE,TIN,priceless! 🤣 reliv old memori with your son! 'melania t' 😜 #fucktrump,2
1518,hasoc_en_1519,"Breaking News. After all the controversies, Dhoni decides how to tackle the issue for Sunday's #IndvAus Clash. 😀    Decides to Parajump into the ground with the badges !!!   #DhoniKeepsTheGlove   #DhoniKeSaathDesh https://t.co/k9RtDeAyjl",NOT,NONE,NONE,"break news. after all the controversies, dhoni decid how to tackl the issu for sunday' #indvau clash. 😀 decid to parajump into the ground with the badg !!! #dhonikeepstheglov #dhonikesaathdesh",0
1519,hasoc_en_1520,Ladies and gentlemen...... I give you Boris Johnson your next PM 😱🤦‍♂️     #scotlandsforeurope #Scotland #ScotlandisNow #IndyRef2 #Scotref #BorisJohnsonShouldNotBePM #BorisJohnson https://t.co/rE2CMU5Vmc,NOT,NONE,NONE,ladi and gentlemen...... i give you bori johnson your next pm 😱🤦‍♂️ #scotlandsforeurop #scotland #scotlandisnow #indyref2 #scotref #borisjohnsonshouldnotbepm #borisjohnson,0
1520,hasoc_en_1521,@DanielCollins85 @Muscles4851 @BeattieDoug @ColmDore Doug is a fence jumper looking for relevance. If or when a war crimes tribunal (doubtful) is set up to look into Afghanistan or Iraq Dougy will not be so outspoken. His book will be used as evidence against him. #Murderer.,HOF,HATE,TIN,doug is a fenc jumper look for relevance. if or when a war crime tribun (doubtful) is set up to look into afghanistan or iraq dougi will not be so outspoken. hi book will be use as evid against him. #murderer.,2
1521,hasoc_en_1522,#NRSMCH  Kolkata incident shouldn't have happened .They must be given justice not because they are doctors but they are human  being.   #DoctorsUnderOppression #DoctorsFightBack,NOT,NONE,NONE,#nrsmch kolkata incid shouldn't have happen .they must be given justic not becaus they are doctor but they are human being. #doctorsunderoppress #doctorsfightback,0
1522,hasoc_en_1523,Mass Murderer Yasin Malik has human rights but doctors don't have!    Save doctors of your state before crying for save democracy.    West Bengal want Freedom from @MamataOfficial.     West Bengal want freedom from violence and political Terrorism.    #DoctorsFightBack #DoctorsStrike,NOT,NONE,NONE,mass murder yasin malik ha human right but doctor don't have! save doctor of your state befor cri for save democracy. west bengal want freedom from . west bengal want freedom from violenc and polit terrorism. #doctorsfightback #doctorsstrik,0
1523,hasoc_en_1524,#TrumpIsNotTheMessiah #TrumpIsACriminal #TrumpIsANationalSecurityThreat #TrumpIsAFraud #TrumpIsATraitor #TrumpIsAMoron     The Belief That Trump Is a Messiah Is Rampant and Dangerous | Psychology Today https://t.co/teXC8y1agk,HOF,HATE,TIN,#trumpisnotthemessiah #trumpisacrimin #trumpisanationalsecuritythreat #trumpisafraud #trumpisatraitor #trumpisamoron the belief that trump is a messiah is rampant and danger | psycholog today,2
1524,hasoc_en_1525,Who's excited for the debates in 2 weeks? #DEMOCRATS2020 #BLUEWAVE2020 #KEEPTHEWAVEGOING #FUCKTRUMP #DUMPTRUMP,NOT,NONE,NONE,who' excit for the debat in 2 weeks? #democrats2020 #bluewave2020 #keepthewavego #fucktrump #dumptrump,0
1525,hasoc_en_1526,@siddtalks @ZeeNews Its @NEWS9 airing the Fraud n Duping by #IMAfraud #ImaJewels in Bangalore for last 4-5 days.Most biggies of politics from Bangalore seems to be under pressure.,NOT,NONE,NONE,it air the fraud n dupe by #imafraud #imajewel in bangalor for last 4-5 days.most biggi of polit from bangalor seem to be under pressure.,0
1526,hasoc_en_1527,I request all Muslim friends to keep the money in bank here onwards if your not feeling like taking interest from that please contribute same to poor people or disabled people.. Dont get cheated by the name of religion #IMAJewels #Imafraud #Imascam @MuslimAdvocates @muslimvoices,NOT,NONE,NONE,i request all muslim friend to keep the money in bank here onward if your not feel like take interest from that pleas contribut same to poor peopl or disabl people.. dont get cheat by the name of religion #imajewel #imafraud #imascam,0
1527,hasoc_en_1528,Non doctor but sensible people of this country. This is thought to ponder upon. Voice your opinion. Share your your happy stories abkut health care.  Stay with Doctors. Show your solidarity.  #DoctorsFightBack https://t.co/CmMXUtpc46,NOT,NONE,NONE,non doctor but sensibl peopl of thi country. thi is thought to ponder upon. voic your opinion. share your your happi stori abkut health care. stay with doctors. show your solidarity. #doctorsfightback,0
1528,hasoc_en_1529,Our voices shall be heard ! This cause needs more media coverage because public health and education do matter and being oppressed in this brutal way is NOT okay ! #medicalstudent #DoctorsUnderOppression #DoctorsFightBack #DoctorsProtest https://t.co/ngSsN3lVFH,NOT,NONE,NONE,our voic shall be heard ! thi caus need more media coverag becaus public health and educ do matter and be oppress in thi brutal way is not okay ! #medicalstud #doctorsunderoppress #doctorsfightback #doctorsprotest,0
1529,hasoc_en_1530,@realDonaldTrump I hope you do not have a Happy Birthday Mr. President. You can go and kiss my skinny 16 year old ass because never will you ever be my goddamn president and I don’t care what the hell you think!!! #FuckTrump https://t.co/EaxFfvOPGI,HOF,PRFN,TIN,i hope you do not have a happi birthday mr. president. you can go and kiss my skinni 16 year old ass becaus never will you ever be my goddamn presid and i don’t care what the hell you think!!! #fucktrump,4
1530,hasoc_en_1531,Missouri Lawmakers Are Desperate to Make Sure Voters Don’t Have a Say When It Comes to Abortion #Resist #ResistTrump #FuckTrump https://t.co/I9CWKFCXdl,NOT,NONE,NONE,missouri lawmak are desper to make sure voter don’t have a say when it come to abort #resist #resisttrump #fucktrump,0
1531,hasoc_en_1532,@BCCI every single Indian who r going to watch #WorldCup2019 in stadium...plz take army insignia with you #DhoniKeepsTheGlove #IndiaWithDhoni #DhoniKeSaathDesh #BalidaanBadge,NOT,NONE,NONE,everi singl indian who r go to watch #worldcup2019 in stadium...plz take armi insignia with you #dhonikeepstheglov #indiawithdhoni #dhonikesaathdesh #balidaanbadg,0
1532,hasoc_en_1533,#IAgreeWithRory @RoryStewartUK #BorisJohnsonShouldNotBePM #C4debate #BritishandAshamed so sorry @AgnesCPoirier #YellowRose 💛 from #BritInFrance 💐 https://t.co/6OKwenJKwe,NOT,NONE,NONE,#iagreewithrori #borisjohnsonshouldnotbepm #c4debat #britishandasham so sorri #yellowros 💛 from #britinfr 💐,0
1533,hasoc_en_1534,@natacchelpline Who does the voice over for your advert because he has the exact same voice as Ian Huntley and I think of him every time I hear it. #murderer #NationalAccidentHelpline,NOT,NONE,NONE,who doe the voic over for your advert becaus he ha the exact same voic as ian huntley and i think of him everi time i hear it. #murder #nationalaccidenthelplin,0
1534,hasoc_en_1535,#BorisJohnson isn't daft- he wasn't on #C4Debate and he didn't attend the Q&amp;A because no-one involved in either of those has any say in the vote... He thinks he's already won #BorisJohnsonShouldNotBePM https://t.co/HOGq9wz56I,HOF,HATE,TIN,#borisjohnson isn't daft- he wasn't on #c4debat and he didn't attend the q&amp;a becaus no-on involv in either of those ha ani say in the vote... he think he' alreadi won #borisjohnsonshouldnotbepm,2
1535,hasoc_en_1536,#MarshallUniversity Ex #Student Fights #College Over Fate of Alleged #Rapist https://t.co/FZvguG55Qc,NOT,NONE,NONE,#marshallunivers ex #student fight #colleg over fate of alleg #rapist,0
1536,hasoc_en_1537,"Could this 24 year old immigrant (@ARMilani_) be the thorn in BJ's side?     In a General Election, if the Prime Minister loses his/her seat he would be finished ..    #BorisJohnsonShouldNotBePM   #BollocksToBoris   #BollockstoBrexit https://t.co/gZNiiewXoK",NOT,NONE,NONE,"could thi 24 year old immigr () be the thorn in bj' side? in a gener election, if the prime minist lose his/her seat he would be finish .. #borisjohnsonshouldnotbepm #bollockstobori #bollockstobrexit",0
1537,hasoc_en_1538,"@SpeakerPelosi Nancy, why aren't we starting impeachment inquiry? What can be wrong by placing the misdeeds in front of America? It would show strength. There would be no loss in standing up to truth? please explain.#TrumpIsATraitor",NOT,NONE,NONE,"nancy, whi aren't we start impeach inquiry? what can be wrong by place the misde in front of america? it would show strength. there would be no loss in stand up to truth? pleas explain.#trumpisatraitor",0
1538,hasoc_en_1539,@Madonna Thank God for U! #MadameX #Madonna #Crave #madonnapride #PrideMonth #pride  Fuck the haters  #fucktrump #garbage,NOT,NONE,NONE,thank god for u! #madamex #madonna #crave #madonnaprid #pridemonth #pride fuck the hater #fucktrump #garbag,0
1539,hasoc_en_1540,@realDonaldTrump … says the guy who was installed by Putin!    #NotMyPresident   #ImpeachTrumpNow   #TrumpIsATraitor,HOF,HATE,TIN,… say the guy who wa instal by putin! #notmypresid #impeachtrumpnow #trumpisatraitor,2
1540,hasoc_en_1541,In most cases over recent years it has involved unwillingness to pay fees &amp; dissatisfaction over the outcome of a medical case - similar problems have been on the rise in many countries as public hospitals struggle to cope with ageing &amp; more complex patients...  #DoctorsFightBack https://t.co/XBAVZyp7o5,NOT,NONE,NONE,in most case over recent year it ha involv unwilling to pay fee &amp; dissatisfact over the outcom of a medic case - similar problem have been on the rise in mani countri as public hospit struggl to cope with age &amp; more complex patients... #doctorsfightback,0
1541,hasoc_en_1542,@ReignOfApril @Oprah @OWNTV Consumate Asssssssssshoooooooooole @realDonaldTrump had a significant hand in that trauma.     #FuckTrump,HOF,PRFN,TIN,consum asssssssssshooooooooool had a signific hand in that trauma. #fucktrump,4
1542,hasoc_en_1543,Thank you @nedprice for doing what @kwelkernbc didn't!! @msnbc keep that hag Conway OFF THE AIR!! #VOTEBLUE2020 #Resist #Resistance #TheResistance #FuckTrump #DoYourJobMitch #DitchMitch  #VoteBlueNoMatterWho #VoteBlueToSaveAmerica #FlipTheSenate #TraitorTrump https://t.co/6TS44b1QQG,NOT,NONE,NONE,thank you for do what didn't!! keep that hag conway off the air!! #voteblue2020 #resist #resist #theresist #fucktrump #doyourjobmitch #ditchmitch #votebluenomatterwho #votebluetosaveamerica #flipthesen #traitortrump,0
1543,hasoc_en_1544,Do u support him for his action? Is this right or wrong? Comment below👇👇👇 #DhoniKeepTheGlove #DhoniKeepTheGloves #Dhoni #DhoniKeepsTheGlove #dhonigloves #DhoniVsICC #DhoniKeepBalidaanBadgeGlove #mahendrasinghdhoni #WorldCup2019 #WC2019WithTimes https://t.co/jjzYZPa045,NOT,NONE,NONE,do u support him for hi action? is thi right or wrong? comment below👇👇👇 #dhonikeeptheglov #dhonikeeptheglov #dhoni #dhonikeepstheglov #dhoniglov #dhonivsicc #dhonikeepbalidaanbadgeglov #mahendrasinghdhoni #worldcup2019 #wc2019withtim,0
1544,hasoc_en_1545,More evidence piles in.      Happy #JohnMcCainDay #TrumpIsATraitor #TrumpCrimeFamily #Oreo #DitchMitch2020 #arrestBARR  #Vets https://t.co/1R3hhH3mxW,NOT,NONE,NONE,more evid pile in. happi #johnmccainday #trumpisatraitor #trumpcrimefamili #oreo #ditchmitch2020 #arrestbarr #vet,0
1545,hasoc_en_1546,"AIIMS New Delhi @AIIMSRDA issued an ultimatum of 48 hours to #WestBengal  govt. to meet the demands of the striking doctors there, failing which they would be forced to resort to an indefinite strike in AIIMS New Delhi.     #DoctorsFightBack https://t.co/n5wC2OhT2T",NOT,NONE,NONE,"aiim new delhi issu an ultimatum of 48 hour to #westbeng govt. to meet the demand of the strike doctor there, fail which they would be forc to resort to an indefinit strike in aiim new delhi. #doctorsfightback",0
1546,hasoc_en_1547,"Which included Syed Ali Shah Gilani, Chairman, All Parties Hurriyat Conference.  Masarat Alam also revealed that there are rifts in the Hurriyat Conference regarding collection and use of funds.”  #terroristNationPakistan",NOT,NONE,NONE,"which includ sy ali shah gilani, chairman, all parti hurriyat conference. masarat alam also reveal that there are rift in the hurriyat confer regard collect and use of funds.” #terroristnationpakistan",0
1547,hasoc_en_1548,"Yes.... If you can't be there for us in our time of need, then don't expect free over the phone advice .... #SaveTheDoctors #EnoughIsEnough #DoctorsProtest #DoctorsFightBack #DoctorsUnderOppression #doctors_against_assualt https://t.co/TPfThErU9H",NOT,NONE,NONE,"yes.... if you can't be there for us in our time of need, then don't expect free over the phone advic .... #savethedoctor #enoughisenough #doctorsprotest #doctorsfightback #doctorsunderoppress #doctors_against_assualt",0
1548,hasoc_en_1549,@BCCI you contribute around 30% of the total @ICC 's revenue. Despite this you are acting helpless.              Take a stand. Be brutal when it comes to our Indian Para Forces.   #BalidaanBadge is our national pride.  #DhoniKeepsTheGlove    Thank you @msdhoni,NOT,NONE,NONE,you contribut around 30% of the total 's revenue. despit thi you are act helpless. take a stand. be brutal when it come to our indian para forces. #balidaanbadg is our nation pride. #dhonikeepstheglov thank you,0
1549,hasoc_en_1550,"Where were the IMA &amp; other associations when doctors were being hounded for a year after #BRDOxygenTragedy without any fault of their own? Doctors need to stand up with each other, no matter who the assaulter is and who is in power  #DoctorsFightBack #DoctorsProtest",NOT,NONE,NONE,"where were the ima &amp; other associ when doctor were be hound for a year after #brdoxygentragedi without ani fault of their own? doctor need to stand up with each other, no matter who the assault is and who is in power #doctorsfightback #doctorsprotest",0
1550,hasoc_en_1551,Happy #JohnMcCainDay @realDonaldTrump you fat piece of shit! #fucktrump https://t.co/KZT0pK8Ogj,HOF,PRFN,TIN,happi #johnmccainday you fat piec of shit! #fucktrump,4
1551,hasoc_en_1552,Eton College. School Report. 1982. https://t.co/R7jT92nuhX #BorisJohnsonShouldNotBePM,NOT,NONE,NONE,eton college. school report. 1982. #borisjohnsonshouldnotbepm,0
1552,hasoc_en_1553,I genuinely can’t believe Nazanin still hasn’t been released. Even more unbelievable is that Boris Johnson could be our next PM. Our Government should hang their heads in shame. #FreeNazanin #BorisJohnsonShouldNotBePM https://t.co/T6aXIv8M14,HOF,HATE,TIN,i genuin can’t believ nazanin still hasn’t been released. even more unbeliev is that bori johnson could be our next pm. our govern should hang their head in shame. #freenazanin #borisjohnsonshouldnotbepm,2
1553,hasoc_en_1554,"Here's the truth about Boris Johnson and his history of sexism, racism, lies, homophobia, gaffes and scandals (all material fully sourced)  #Boris #BorisJohnson #BorisForPM #Boris4PM #BorisJohnsonShouldNotBePM   https://t.co/Re17a7VmYY",HOF,OFFN,TIN,"here' the truth about bori johnson and hi histori of sexism, racism, lies, homophobia, gaff and scandal (all materi fulli sourced) #bori #borisjohnson #borisforpm #boris4pm #borisjohnsonshouldnotbepm",3
